text,emotion,act,topic
hello beijing hotel __eou__ hello do you have any rooms available tomorrow night __eou__ surehow many rooms do you need __eou__ just one __eou__ what kind of room __eou__ i need a room with two double beds __eou__ smoking or nonsmoking __eou__ non __eou__ how many nights will you be staying __eou__ six nights __eou__ ok i just need your name and credit card number to hold the room __eou__,0 0 0 0 0 0 0 0 0 0 0,1 2 2 1 2 3 2 1 2 1 3,6
good morning sir can i help you __eou__ good morning i have a reservation for a single room with a bath here __eou__ may i have your name please __eou__ john bradley __eou__ just a moment sir while i look through our list yes we do have a reservation for you mr bradley would you please fill out this form while i prepare your key card for you __eou__ yes can i borrow your pen for a minute please __eou__ sure here you are __eou__ what should i fill in under the room number __eou__ you can just skip that i will put in the room number for you later on __eou__ here you are i think i have filled out everything correctly __eou__ let me see name address nationality forwarding address passport number place of issue signature and date of departure oh here sir you forgot to put that date of your departure here let me fill it in for you are you leaving in __eou__ oct th __eou__ now everything is in order mr bradley your room number is it is on the sixth floor and the daily rate is dollars per night here is your key card with all the information on your booking the hotel services and the hotel rules and regulations on it please make sure that you have it with you all the time you need to show it when you sign in for your meals and drinks in the restaurants and the bars you also need to show it when you collect your key from the information desk __eou__ ok i will take good care of it __eou__ and now if you are ready mrbradley i will call the bellboy and he will take you to your room __eou__ yes i am ready thank you __eou__ i hope you enjoy your stay with us __eou__ i will try __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 1 3 1 3 3 4 2 3 4 2 1 4 3 3 4 1 1,6
i am free on sunday i would like to take a look in beijing city could you tell me where to go __eou__ sure no problem i will ring to have a city touron sunday morning we can go to the great wall then we can go to the summer palace in the afternoon in the evening we can have typical dinner in restaurant in beijing quanjude a restaurant serving roast ducks however if you do not like above trips we can go some famous places outside of beijing __eou__ any place will be fine you make the decision __eou__ what time shall we start __eou__ i will pick you up at your hotel at eight in the morning __eou__ ok then see you in sunday morning __eou__,0 0 0 0 0 0,3 3 4 3 4 4,6
thank your for calling world airline what can i do for you __eou__ i need to book a plane ticket to london __eou__ roundtrip or oneway __eou__ oneway __eou__ what date would you like to fly __eou__ saturday july __eou__ how many people will be traveling __eou__ just one adult __eou__ which class __eou__ economy please economy class is the cheapest right __eou__ right ok the fare is __eou__,0 0 0 0 0 0 0 0 0 0 0,3 3 2 1 2 1 2 1 2 2 1,6
do you take reservations __eou__ of course reservations are not necessary but we recommend them as our restaurant can get quite busy __eou__ i need a table for two for tonight __eou__ what time __eou__ we would like to be seated at p m __eou__ smoking or non __eou__ nonsmoking __eou__ what name is the reservation under __eou__ my name is paul __eou__ ok please arrive at seven fortyfive we can only hold the table until __eou__,0 0 0 0 0 0 0 0 0 0,2 1 3 2 3 2 1 2 1 3,6
we are free this afternoon are not we mr john __eou__ yes we are visiting the exhibition this afternoon and look around beijing city would not we __eou__ it is very kind of you mr johnthe sightseeing trip between our business talk will be sort of our work divisionbusiness can be make for pleasurewhat kind of exhibition we are going to see __eou__ it is industrial exhibition in origin show the results of new industrial products in the city a lot of products there to meet the needs of home and export __eou__ could you give more detail information about some of the industries you just mentioned __eou__ yestake the oil industry for instanceyou know there are twenty oil resources in chinayou can see many chemical products in the exhibitionsuch as chemical fabrics as i dress __eou__ what the others __eou__ there are chemical materials medicines rubber plastics and so on many products and meet the domestic markets we are also trying to meet international markets __eou__ how about textile industry __eou__ textile is a traditional industry which has completely catalogue and solid basis and has developed in the past few yearsthe export is great counting more than of export products __eou__ that is surprising three days ago when i went to yancheng store i saw different kinds of textile goods i have bought some for my wife some for my friendsthey seem very attractive __eou__ that is good i think they must like themin recently years light industry have be developing in standley and place a credible role in our industry sisterthese industry including leather bikes household electric products clocks sporting goods and so onmany of them are very popular at home and abroad __eou__ i am sure i will enjoy seeing themand will have more information of your city industrywhat is more i would like to visit if it is possiblethe famous goumi street in the city __eou__ no problem this street is nearly built along the both sides of this streetthere is stores restaurant follow the style of tradition chinese building the guest come there taste very traditional favorite dishes __eou__ i am sure i will enjoy some real chinese food then __eou__,0 0 0 0 0 0 0 0 0 0 0 0 4 0 4,2 3 2 3 3 1 2 1 3 1 1 1 1 1 1,6
northwest airline __eou__ hello i would like to reconfirm my flight __eou__ may i have your flight no pls __eou__ my flight no is leaving baiyun airport at fourteen twenty __eou__ yes that is our regular flight to shanghai what is your name pls __eou__ i am jason armstrong my first initial is j __eou__ one minute oh yes here we are you are flying economy class aren t you __eou__ yes that is right __eou__ okay you are all set mr armstrong enjoy your flight __eou__ thanks __eou__,0 0 0 0 0 0 0 0 0 0,1 3 3 1 2 1 2 1 1 1,6
onxiu travel agency may i help you __eou__ yes i would like to make a plane reservation to shanghai china __eou__ your name please __eou__ via kiang i would like to leave on may th __eou__ let me see what is available yes air china has a flight on may th at nine fifteen in the morning __eou__ well i need an economy ticket __eou__ single ticket or return ticket __eou__ single what is the fare pls __eou__ economy fare for single ticket from beijing to shanghai is yuan __eou__ i see is my ticket confirmed then __eou__ yes your seat is confirmed on that flight pls arrive at the airport one hour before departure __eou__ thank you __eou__,0 0 0 0 0 0 0 0 0 0 0 0,2 3 2 3 1 3 2 2 1 2 1 1,6
hi doris i hear you are going to the united states next week __eou__ so i am __eou__ when did you get your passport __eou__ i got it last week __eou__ how long is it valid __eou__ it is valid for years i am planning to do a doctor s degree during my stay there __eou__ good good luck to you __eou__ thank you very much __eou__,0 0 0 0 0 0 4 4,1 1 2 1 2 1 1 1,6
passport and embarkation card please __eou__ here you are sir __eou__ where are you from __eou__ i am from china __eou__ did you have anything to declare __eou__ no nothing __eou__ would you open this suitcase please __eou__ sure __eou__ let me take a look at this bag can you open it __eou__ yup __eou__ is this camera a gift for someone __eou__ no it is my camera for personal use __eou__ you have to pay tax for this camera __eou__ no please do not it is is for my personal use __eou__ you have a lot of gifts so you have to pay for the camera __eou__ almost all are for my friends in the states __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 4 2 1 2 1 3 4 3 4 2 1 3 4 3 4,6
i would like to extend my visa for another two years __eou__ are you on a tourist visa or a student visa __eou__ student visa __eou__ what is the reason for extension __eou__ i will go into a practical training as soon as i receive my master s degree from the university of pennsylvania early next month __eou__ we ll need a letter from your university and a financial statement from you __eou__,0 0 0 0 0 0,3 2 1 2 1 3,6
do you have any direct flights to toronto __eou__ sorry we do not but i think you can fly on northwest airlines to berlin and then have a connecting flight on canada airline to toronto and it is the most economical flight just dollars __eou__ when does the flight depart __eou__ at am by the way it also makes a refueling stop __eou__ how long is the layover __eou__ less than one hour __eou__ and how long do i have to stay in berlin for the connecting flight __eou__ not so long just one hour __eou__ so the time for the total journey is about __eou__ about hours __eou__ let me count ok it works out for my schedule thanks a lot __eou__ you are welcome __eou__,0 0 0 0 0 0 0 0 0 0 0 0,2 3 2 1 2 1 2 1 2 1 1 1,6
excuse me i would like to apply for an immigrant visa __eou__ under which category do you intend to apply __eou__ oh my son is an american citizen we want to live together in the future __eou__ so that is the family reunification __eou__,0 0 0 0,3 2 3 1,6
excuse me sir may i go with you to claim my luggage i am a stranger here __eou__ sure i have to go anyway but the first place you need to go is immigration office they ll check your ticket passport visa and immunization record book after that we can go to the baggage claim area __eou__ thank you __eou__ this is my luggage but it is too heavy i cannot move it could you help me get it out of the conveyer belt __eou__ certainly it is a pleasure __eou__ where shall we go next __eou__ customs __eou__ ok __eou__ do you have anything to declare __eou__ no i do not __eou__ would you like to open the suitcase please __eou__ sure __eou__ what is in the box __eou__ chocolates __eou__ are they liqueur chocolates __eou__ no they are peppermint chocolates __eou__ how many cigarettes do you have __eou__ about a and i have had them declared __eou__ are you a visitor or a resident __eou__ a visitor __eou__ have a good time __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 3 4 3 4 2 1 1 3 4 3 4 2 1 2 1 2 1 2 1 1,6
we are supposed to check in at the airchina s counter thirty minutes before take off joe __eou__ yes i know the boarding time on the ticket says __eou__ do we need to show our id cards when checking in __eou__ yes it s essential __eou__ what about our luggage __eou__ we can check it and hand carry small bags and we have open each for inspection __eou__ are they going to frisk all the passengers __eou__ i think so we certainly don t want a highjack to happen on our plane today __eou__,0 0 0 0 0 0 0 0,3 4 3 4 2 3 2 1,6
welcome sir may i help you __eou__ yes i want to go to america for my vacation __eou__ no problem actually we have some great packages the most exciting season of hawaii is now how about a relaxing vacation in hawaii __eou__ sounds good are there any group tours i can go with __eou__ yes there will be one at the end of this month for many people a hawaiian vacation promises languid days filled with sunbathing and poolside cocktails for others it s all about nonstop action in one of the worlds most extreme natural playgrounds whether you are in search of quiet relaxation or unbridled stimulation hawaii gives you the best of both __eou__ great so how long is the trip __eou__ days the transportation by air will take five days __eou__ fine i happen to have days for holiday so exciting how many places will be visited and what are they where will be staying and how about the food there __eou__ sir let us do it step by step first we will visit over different places most of the places are in hawaii s big island we will stay in arlott s lodge __eou__ well cool what is the price for this trip __eou__ well right now there is a special rate for rib for this package including everything such as airline ticket tour guides hotels and food all you have to do is to sign up and we will take care of everything __eou__ well rib that is really a lot of money i will have to think about it __eou__ sure by the way this special price is only good through the end of the week __eou__ is it thursday i mean if i let the chance slide __eou__ yes sir it will be a great pity __eou__ well ok i will take it __eou__ thank you __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 3 3 3 4 2 1 2 1 2 1 3 4 1 1 3 4,6
i m taking ba fright to london can you tell me where the reporting desk is please __eou__ yes madam the reporting desk for the british airways flight to london is over there __eou__ thank you so much is this the desk for ba flight to london __eou__ yes this is the right desk have you any luggage __eou__ the suitcase that s all except my handbag of course __eou__ would you please put you suitcase on the scales you needn t weigh your handbag __eou__ is there a receipt __eou__ yes i ll attach your baggage receipt to your ticket __eou__ what must i do next __eou__ you must go to immigration to the departure lounge __eou__,0 0 0 0 0 0 0 0 0 0,3 1 2 1 1 3 2 1 3 4,6
good morning sir where are you going __eou__ i m going to england by flight be __eou__ when is your flight __eou__ am when am i supposed to check in __eou__ we are checking in may i have your ticket and your health certificate and your luggage please __eou__ here you are __eou__ are you keeping the small bag as carryon luggage sir __eou__ yes __eou__ you must weigh that as well __eou__ all right __eou__ your luggage is two pounds over i m afraid they will be in excess luggage charge sir __eou__ how much must i pay __eou__ it s ten yuan __eou__ here you are __eou__ this is your luggage check which you must show when you disembark at your destination and here is your boarding pass and your ticket __eou__ thanks __eou__ now please wait until your flight is called there is about twentyfive minutes to go __eou__ i m a little nervous i ve never flown before __eou__ there s nothing at all to worry about once you are in the air it s just like sitting at your sitting room it s going to be a very pleasant flight __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0,2 1 2 3 3 4 2 1 3 4 3 2 1 4 3 4 3 4 3,6
good morning sir what can i do for you __eou__ i am leaving at so i would like to settle my account now __eou__ yes sir may i have your room number __eou__ my room number is and the name is ted black __eou__ right just wait a minute i will get your bill ready for you right away __eou__ thanks __eou__ have you used your minibar since breakfast __eou__ no i have not __eou__ very good sir here is your bill please check and sign it __eou__ ok excuse me what is this charge for __eou__ that is for the breakfast you ordered from the service __eou__ oh yes it is on wednesday morning sorry about that __eou__ that is all right well it is all together __eou__ here you are __eou__ thank you have a nice trip __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 3 3 4 3 4 2 1 3 2 1 1 3 4 1,6
can i help you sir __eou__ yes could you tell me if there is a laundry in this hotel __eou__ yes it s on the third floor __eou__ thank you very much __eou__ you re welcome __eou__,0 0 0 4 0,2 3 4 1 1,6
excuse me do you know of any hotel nearby __eou__ yesthere are the huangshan hotel and anshan hotel nearbyand you can take a taxi to go there __eou__ ok i see thank you __eou__ you are welcome by the way you would better booked in the internet or the telephone next time and then you kow whether there are rooms available or not __eou__ i see thank you very much __eou__,0 0 0 0 4,2 1 1 3 4,6
do you have the letter of approval of employment __eou__ no i have not got one my employment petition has not been approved yet __eou__ in that case you are not allowed to work in china until you get the employment petition __eou__ ok i see __eou__,0 0 0 0,2 1 3 4,6
excuse me sir you are not supposed to smoke here __eou__ i beg your pardon __eou__ your seat is in the nonsmoking section so please refrain from smoking __eou__ oh i see since i am a heavy smoker may i change my seat __eou__ then i will try to find a seat in the smoking section one moment pleasethank you for waiting i found a seat in the smoking section for you __eou__ oh did you thanks a lot __eou__,0 0 0 0 0 6,3 4 3 3 3 4,6
open your suitcase please __eou__ ok here you are __eou__ do you have anything do declare __eou__ no i do not __eou__ any cigarettes baker __eou__ yes i have two cotton of cigarettes one bottle of whisky __eou__ what is the white powder are they drugs __eou__ no this is the medicine for the stomach __eou__ may i open one of those let me taste it __eou__ yes sir go ahead here you are __eou__,0 0 0 0 0 0 0 0 0 0,3 4 2 1 2 1 2 1 3 4,6
good afternoon how can i help you __eou__ someone has stolen my gold necklace __eou__ i am sorry to hear about that would you mind coming with me to my office and tell me exactly what happened here __eou__ of course not __eou__ are you sure that it is not somewhere in your room __eou__ yes i have looked everywhere in my room and i can t find it __eou__ ok when and where did you last see it __eou__ last night on the dresser i took it off before i went to the shower and forgot to put it back on after the shower and this morning i left the hotel in a hurry without wearing it __eou__ are you sure you did not wear it this morning __eou__ yes i am positive __eou__ did you remember to lock your door before you left then __eou__ yes i think i did it has to be one of your maids who took it i want my necklace back __eou__ well i understand how you feel and we will try to do our best to help you but first please allow me to send one of the housemaids to your room to look for it again thoroughly just in case it is still in there if she finds it we will all be happy if she does not we will turn the whole matter to the police but i must say that the hotel cannot be held responsible for your loss you should have locked your gold necklace away at the hotel s safety box if you had read your key card carefully you would have realized that we specially warned you to do so __eou__ that just is not good enough cet me your general manager i want to speak to him now __eou__ i am sorry ma am our general manager is not in town but i d be more than glad to get you our assistant manager if you like but i am afraid that he will say the same thing we have very clear instructions about valuables and we must follow them and now if you will excuse me i will go and find our assistant manager for you __eou__,0 5 0 0 0 0 0 0 0 0 0 1 0 1 0,2 1 3 4 2 1 2 1 2 1 2 1 3 3 4,6
excuse me miss my friend is sick __eou__ is he yes he looks pale is there anything i can do for him __eou__ yes please give him some water __eou__ certainly __eou__ and do you have any medicine for air sickness __eou__ well yes i ll give him the medicine too __eou__ i ll appreciate your help __eou__,0 0 0 0 0 0 4,1 2 3 4 3 4 1,6
may i see your passport __eou__ here it is __eou__ how long are you going to stay __eou__ for one week __eou__ what is the purpose for your visit __eou__ for sightseeing __eou__ where are you going to stay __eou__ at the hilton hotel __eou__ do you have anything to declare __eou__ no nothing __eou__,0 0 0 0 0 0 0 0 0 0,3 4 2 1 2 1 2 1 2 1,6
hi can i help you __eou__ yes we have a reservation __eou__ what is your name sir __eou__ jack __eou__ yes sir we have your reservation could you fill up these forms please __eou__ the reservation was for a double for three nights was not it __eou__ yes sir that is correct __eou__,0 0 0 0 0 0 0,2 3 2 1 3 2 1,6
can i help you sir __eou__ yes i am checking out __eou__ can i have your key and room number please __eou__ room here is my key __eou__ here is your bill sir could you please check it __eou__ it is all right please charge it to my credit card __eou__ here you are sir you are all set i hope you enjoyed your stay and that next time you are in town you will stay with us again __eou__ i will where can i leave my luggage i really want to leave after lunch __eou__ the bell captain will put it in the storage room when you are ready to leave you can claim your luggage from him __eou__ thanks very much and goodbye __eou__,0 0 0 0 0 0 0 0 0 0,2 3 3 4 3 3 1 3 1 1,6
hello welcome to prise star hotel how may i do for you __eou__ hi yes i have a reservation my secretary called and booked a room a couple of weeks ago the reservation should be for a double bed none smoking room __eou__ and what name of reservation made under __eou__ it should be under steve johnson __eou__ mmm let me see it seems there is no johnson listed for a room for tonight is there any other name that you reservation list under __eou__ no here is the confirmation number would that help it is i had the room booked with a visa cord card __eou__ ah yes here it is you have a standard double room non smoking on the rd floor i just need to see some identification and the credit card you booked the room with if you don t mind __eou__,0 0 0 0 0 0 0,2 3 2 1 2 3 3,6
can i help you sir __eou__ yes i am checking out __eou__ can i have your key and room number pls __eou__ room here is my key __eou__ here is your bill sir could you pls check it __eou__ it is all right pls charge it to my credit card __eou__ here you are sir you are all set i hope you enjoyed your stay and that next time you are in town you will stay with us again __eou__ i will where can i leave my luggage i really want to leave after lunch __eou__ the bell captain will put it in storage room when you are ready to leave you can claim your luggage from him __eou__ thanks very much and goodbye __eou__,0 0 0 0 0 0 0 0 0 4,2 3 3 4 3 4 1 3 4 1,6
room service can i help you __eou__ this is room i would like to order breakfast __eou__ what would you like sir __eou__ one orange juice scrambled eggs with bacon toast and coffee __eou__ it will take about minutes sir is that all right __eou__ yes it is oh by the way could you also bring me todays paper __eou__ of course sir __eou__,0 0 0 0 0 0 0,2 3 2 1 4 3 4,6
look how grand magnificent the tiananmen gate tour is __eou__ what is tiananmen famous for __eou__ it is largest pop square in the worldyou see that is monument for the peoples hero and the chairman mao memorial hall on the souththere is great hall of the people on the westthere are two museums on the east __eou__ what is that __eou__ that is the forbidden city on the north of gate building __eou__ all the sightseeing in china is very attractive and crescivetravelling to china is very worth onethank you so much for your guides and i will miss you __eou__,6 0 0 0 0 4,1 2 1 2 1 1,6
front desk can i help you __eou__ yes i need a wakeup call tomorrow at seven thirty __eou__ sure your room number pls __eou__ room __eou__ room tomorrow at seven thirty ok we will give you a call in the morning __eou__,0 0 0 0 0,2 3 2 1 4,6
excuse me can you help me i would like to change rooms if possible i couldn t sleep at all last night because the people in the room next to mine were making a lot of noise also if at all possible i d like a room that doesn t overlook the street between the noisy neighbors and the highway outside i didn t sleep a wink __eou__ i am so sorry to hear that sir let me check and see what is available what room are you in now __eou__ i m on the th floor room i v had many problems with that room just this morning i called someone up to fix the light fixture in the bathroom it didn t work and it still doesn t work __eou__ oh dear well it looks like we have a few rooms available can i put you into a room on the th floor it has a balcony and it doesn t face the highway __eou__ ok that would be very nice what do i need to do to transfer __eou__ let me check you out of your old room you have to sign here and acknowledge these changes and also the charges to your previous room then i can hook you right up to room __eou__ mmm i don t think the charges are right can you explain them please __eou__,0 0 0 0 0 0 0,3 2 1 3 4 3 4,6
room service what can i do for you __eou__ i have some shirts that need laundering and i d like my suit pressed __eou__ there is a laundry form as well as a bag in your room pls fill it out and the maid will come pick it up __eou__ how long will it take to get my clothes back __eou__ to press the suit only takes hours the laundry will be returned to you tomorrow around noon time is that all right __eou__ that s all right pls send someone to pick it up __eou__ right away sir __eou__,0 0 0 0 0 0 0,2 3 3 2 2 3 4,6
i would like to check in pls __eou__ awfully sorry sir there are no rooms available now __eou__ but i ve reserved a room the day before yesterday __eou__ sorry may i have your name __eou__ tony bush __eou__ pls wait a minute let me check excuse me but i cannot seem to find your name on our list are you sure you have a reservation for tonight __eou__ of course i did it myself __eou__ i am terribly sorry there must have been some mistakes let me check it again oh yes there is a name listed as tommy bush it must be the fault of the clerk who registered your name i apologize __eou__ do not worry about that __eou__ according to the records your reservation is for a single room with shower and air conditioners for two nights the room rate will be dollars per night including tax and service charge is this right __eou__ yes that is right i would like to pay my bill by credit card __eou__ may i make a copy of your card __eou__ here you are __eou__ ok now could you fill out this registration form __eou__ all right __eou__ your room number is here is your key the bellhop will help you carry the suitcases to your room have a nice evening __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 4 3 2 1 2 1 3 4 1 3 3 4 3 4 1,6
good morning can i help you __eou__ yes i would like to check out __eou__ yes of course sir what is your name and your room number pls __eou__ jack remington room __eou__ ok here is your bill mr remington __eou__ which of these is my bill __eou__ oh i am sorry sir i forgot to explain that to you this one is an allowance slip we made a mistake in your bill and overcharged you dollars so we had to write up an allowance slip and deduct dollars from your bill __eou__ i see so this is the bill then and the total is __eou__ down here dollars how do you wish to settle your account sir in cash or by credit card __eou__ in cash __eou__ is that us dollars __eou__ yes __eou__ just a moment pls i will write out a receipt for you __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0,1 3 2 1 1 2 1 2 2 1 2 1 3,6
i would like a double room __eou__ do you have a reservation __eou__ yes i called you last week from new york my name is george lee __eou__ wait a second pls yes mr lee we have a room reserved for you how long do you plan to stay __eou__ probably two days my wife will join me tomorrow then we will decide when to leave for seattle __eou__ would you sign the register pls __eou__ by the way does my room have a private bath __eou__ certainly every room in this hotel has a private bath __eou__ does my room have twin beds or a double i prefer a room with twin beds __eou__ your room has twin beds mrlee it also has a view i am sure you will like it this is your key it is on the eighth floor room the elevators over there __eou__ thank you one more thing where is your restaurant __eou__ the restaurant is on the second floor we also have a cafeteria on the top floor if you would like something to drink you can either call room service or come down here the bar is right behind the lobby __eou__ thank you you are very kind __eou__ you are welcome __eou__,0 0 0 0 0 0 0 0 0 0 0 0 4 4,3 2 1 2 3 3 2 1 3 4 2 1 1 1,6
hi can i help you __eou__ yes we have reservations __eou__ what is your name sir __eou__ jack bates __eou__ yes sir we have your reservation could you fill out these forms please __eou__ the reservation was for a double for three nights was not it __eou__ yes sir that is correct how will you pay your bill cash or credit card __eou__ credit card __eou__ thank you sir you will be staying in room here are your keys the bellhop will take your luggage upstairs have a nice stay sir __eou__ thanks __eou__,0 0 0 0 0 0 0 0 0 0,2 1 2 1 3 2 2 1 1 1,6
here is my ticket and seat assignment __eou__ thank you that way pls __eou__ may i have a pillow and blanket pls __eou__ an attendant will pass them around after we take off __eou__ may i have headphones for the inflight movie __eou__ no problem here are your headphones do you want something to drink __eou__ thanks a coke pls __eou__,0 0 0 0 0 0 0,3 3 3 4 3 2 3,6
good afternoon lotus catering company lilian speaking may i help you __eou__ good afternoon lilian this is tom baker over at beck s trading company we need to arrange a banquet for next wednesday afternoon __eou__ i see mr baker how many people are you planning to invite and how much would you like to spend per person __eou__ well we re expecting about twentyfive people and we d like to spend no more than a head __eou__,0 0 0 0,2 3 2 1,6
pompous how may i help you __eou__ yes i would like to reserve a table for dinner __eou__ how large a group are you expecting __eou__ six couples __eou__ would you like to reserve a private dining room __eou__ that sounds like a good idea __eou__ all right may i have your name sir __eou__ my name is ron kollwitz __eou__,0 0 0 0 0 4 0 0,2 3 2 1 3 4 2 1,6
hi is this the bread and cheese deli __eou__ yes ma am how may i help you __eou__ i need to place an order for a couple of sandwiches and drinks can you deliver __eou__ yes we do deliveries for orders over ma am __eou__,0 0 0 0,2 2 3 4,6
i am now on the songshan airport getting ready for departure i realized that i might have left my watch __eou__ yes madam may i have your name and room number __eou__ my name is terry i stayed last night in your hotel in room __eou__ what kind of watch is it __eou__ it is a brandnew seiko wrist watch __eou__ yes we have it __eou__ oh i am glad to hear that would you kindly send it to the hilton hotel __eou__,5 0 0 0 0 0 4,3 2 1 2 1 1 3,6
good afternoon is this the roley hotel __eou__ yes madam may i help you __eou__ yes i m calling from westwood and westwood attorneys i need to make a reservation for mr alex brent __eou__ fine madam when will mr brent be arriving and how many nights will he be staying __eou__,0 0 0 0,2 2 3 2,6
hello i want to reconfirm our flight to london __eou__ yes sir did you call the airline __eou__ yes i did but i could not communicate with them in englishthey speak only spanishso i need your help __eou__ certainly sir what is the flight number and when are you leaving __eou__ we are taking ib to london tomorrow at p m __eou__ oh i see sir we have the airline office inside the hotel they have an englishspeaking staff just dial please __eou__,0 0 0 0 0 0,3 2 3 2 1 3,6
would you find any other available flight to tokyo __eou__ sure we try our best __eou__ thank you __eou__ mrchen are you sure you are taking ba back to tokyo __eou__ yes of course i think our travel agent would have made the reservation for us __eou__ i am afraid this flight is all booked up __eou__ are you sure we cannot really take it i reconfirmed with miss peterson the other day __eou__ i am afraid so except we have many noshow passengers __eou__,0 0 0 0 0 0 0 0,3 4 1 2 1 4 2 1,6
well sir we are asking all our guests to wear a jacket and a tie in our restaurant __eou__ is that so i did not know it can i possibly borrow a jacket and a tie __eou__ i am sorry you cannot borrow a jacket and a tie __eou__ then we will return to the hotel and come back will you change the appointment __eou__ certainly what time will you come back __eou__ at please __eou__ how many in your party __eou__ a party of __eou__ alright we are waiting for you at __eou__,0 0 0 0 0 0 0 0 0,3 3 4 3 2 1 2 1 1,6
can i help you madam __eou__ yes would you keep our bags until pm __eou__ are you all our guests __eou__ yes we checked on just now __eou__ please fill in this form __eou__ is this all right __eou__ so you are leaving this evening we ll keep your bags until pm here is you tag __eou__ thanks a lot __eou__,0 0 0 0 0 0 0 4,2 3 2 1 3 2 4 1,6
hello i set up my laundry yesterday are they being ready __eou__ they will be ready this afternoon __eou__ oh no i m leaving for japan at eleven this morning __eou__ is that right we are very sorry __eou__ i thought it the same day service anyway please do a hurry __eou__ i m afraid be can returned by eleven o clock __eou__ well then would you send to japan please __eou__ yes we ll do so __eou__,0 0 6 0 0 0 0 0,2 3 4 1 3 4 3 4,6
well we did not ask for this room service maybe someone else ask it i m sure __eou__ oh is it let me check __eou__ yes please __eou__ i am sorry to say this room charge is yours __eou__ we paid for the room service already in our room __eou__ do you have any evidences __eou__ no we got no receipt and we pay it on the spot __eou__,0 0 0 0 0 0 1,1 3 4 1 1 3 4,6
i am sorry to trouble you but there is a lot of noise in next room __eou__ oh is there which room is it __eou__ it i think the neighbor on the right __eou__ you mean the room __eou__ i am not sure but i think so i am very exhaust but i cannot sleep __eou__ all right madam i will check and tell them to be quiet __eou__ if the nest room is still noisy could you give me a different room please __eou__,0 0 0 0 5 0 0,3 2 1 2 1 3 3,6
hello is this room service __eou__ yes may i help you __eou__ this is the room we asked for the room service an hour ago __eou__ we are very sorry to cause you a lot of inconvenience __eou__ what is the matter __eou__ we are rather busy right now it will take another minutes __eou__ is it really going to take that long will you rush the order __eou__ i am afraid it will take minutes at most __eou__ ha well we have no choice __eou__,0 0 0 0 0 0 0 0 0,2 2 3 4 2 3 4 3 4,6
hello this is room our message lamp is flashing __eou__ hold on a minute please __eou__ thank you __eou__ i am sorry to have kept you waiting mr johns needs a telephone call from you __eou__ would you bring the message to my room __eou__ i am afraid we have nobody available at the moment __eou__ then i will come down and pick up the message immediately __eou__ ok we wait for you __eou__,0 0 0 0 0 0 0 0,1 3 4 3 3 4 3 4,6
hello hot water overflowed from the bathtub would you help me __eou__ would you turn off the tap __eou__ i did it __eou__ then will you put all the towels under the bathroom door __eou__ ok i will __eou__ i will have our housekeeper come right away __eou__ i am sorry i was too tired to fall asleep __eou__ when you woke up the water was coming out the tub __eou__ right can i compensate for the damage with the travel accident insurance __eou__,0 0 0 0 0 0 0 0 0,3 3 4 3 4 3 4 1 3,6
hello i m now trying to take a bath but there are too many buttons would tell me how to use them __eou__ i see we have an explanation left on the table if you follow the direction it s quite simple __eou__ i read it but i couldn t understand it would you come to my room and tell me how to use them __eou__ oh certainly __eou__ and also tell me how to use other switches __eou__,0 0 0 0 0,3 1 3 4 3,6
i cannot get into my room i mean i left my room key inside __eou__ i see sir those two ladies in front of your room did the same thing twenty minutes ago __eou__ oh did they well would you give us an extra key to the room __eou__ i am afraid we have no extra key so i will send somebody to your room __eou__ by the way what should i do with the key when i go out __eou__ please drop it at the front desk when you leave the hotel __eou__,5 0 0 0 0 0,1 1 3 3 2 3,6
i have a reservation for a single with bath __eou__ we are sorry but single rooms have been occupied __eou__ what is the room rate it is a little expensive for me do you have any other rooms __eou__ then how about this room with just shower __eou__ may i see the room i ll take this room is the rate for the room only __eou__ no sir the tax is included __eou__,0 0 0 0 0 0,3 4 3 3 2 1,6
well we have been waiting for our luggage for about one hour __eou__ what kind of bag is it __eou__ it is blue samsonite bag __eou__ what are your room number and your name please __eou__ this is room elevenseven and my name is terry chen __eou__ well let me check we delivered four bags to room you friends room about an hour ago __eou__ my friends room oh i see thanks a lot __eou__ you are quite welcome __eou__,0 0 0 0 0 0 0 0,1 2 1 2 1 1 1 1,6
